final_run_training_loss,final_run_training_dice,final_run_validation_loss,final_run_validation_dice,epoch,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.9346103668212891,0.06218212470412254,0.8680766820907593,0.11301755905151367,0,1757106011,,False,1,347ea_00000,2025-09-05_17-00-11,37.843515157699585,37.843515157699585,2305836,c1003a-s5.ufhpc,10.13.171.159,37.843515157699585,1
0.9458703994750977,0.0682462528347969,0.86784827709198,0.11087530851364136,1,1757106036,,False,2,347ea_00000,2025-09-05_17-00-36,23.253851175308228,61.09736633300781,2305836,c1003a-s5.ufhpc,10.13.171.159,61.09736633300781,2
0.9191848039627075,0.08775712549686432,0.8688430786132812,0.111784927546978,2,1757106060,,False,3,347ea_00000,2025-09-05_17-01-00,24.519022941589355,85.61638927459717,2305836,c1003a-s5.ufhpc,10.13.171.159,85.61638927459717,3
0.9187221527099609,0.10884825140237808,0.8723028302192688,0.10693959146738052,3,1757106085,,False,4,347ea_00000,2025-09-05_17-01-25,24.24594473838806,109.86233401298523,2305836,c1003a-s5.ufhpc,10.13.171.159,109.86233401298523,4
0.9149525165557861,0.11390642076730728,0.8682824373245239,0.11400972306728363,4,1757106110,,False,5,347ea_00000,2025-09-05_17-01-50,25.264825582504272,135.1271595954895,2305836,c1003a-s5.ufhpc,10.13.171.159,135.1271595954895,5
0.9215288758277893,0.11526814103126526,0.8692953586578369,0.10972422361373901,5,1757106134,,False,6,347ea_00000,2025-09-05_17-02-14,23.821577072143555,158.94873666763306,2305836,c1003a-s5.ufhpc,10.13.171.159,158.94873666763306,6
0.9186176061630249,0.14115233719348907,0.8671204447746277,0.1130637377500534,6,1757106159,,False,7,347ea_00000,2025-09-05_17-02-39,25.007314205169678,183.95605087280273,2305836,c1003a-s5.ufhpc,10.13.171.159,183.95605087280273,7
0.9085753560066223,0.14498765766620636,0.8700929880142212,0.11230012029409409,7,1757106183,,False,8,347ea_00000,2025-09-05_17-03-03,24.475180864334106,208.43123173713684,2305836,c1003a-s5.ufhpc,10.13.171.159,208.43123173713684,8
0.9195842742919922,0.15052008628845215,0.8718394041061401,0.10800184309482574,8,1757106209,,False,9,347ea_00000,2025-09-05_17-03-29,25.65376043319702,234.08499217033386,2305836,c1003a-s5.ufhpc,10.13.171.159,234.08499217033386,9
0.92832350730896,0.1474587470293045,0.863070011138916,0.12571807205677032,9,1757106234,,False,10,347ea_00000,2025-09-05_17-03-54,25.221423625946045,259.3064157962799,2305836,c1003a-s5.ufhpc,10.13.171.159,259.3064157962799,10
,,,,,1757106238,,False,11,347ea_00000,2025-09-05_17-03-58,4.261785507202148,263.56820130348206,2305836,c1003a-s5.ufhpc,10.13.171.159,263.56820130348206,11
